fuente,nombre_proyecto,campo_sectorial,COD_DANE,anio_inicio,clase,motivo
renare,Planta De Energia Solar - Awarala,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~solar
renare,Planta De Energia Solar - Awarala,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~solar
renare,Planta Solar Fotovoltaica Fundacion,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~solar
renare,Planta Solar Fotovoltaica Fundacion,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~solar
renare,Proyecto Hidroelectrico El Eden,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'fuente_relacionada_1': '{""value"":""Generacion de energia renovable""}', 'tipo_actividad_1': 558, 'descripcion_actividad_1': 'Proyecto hidroelectrico e",,,NO_AFOLU,sector~hidroel
renare,Proyecto Hidroelectrico El Eden,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,15131;17433;17444;17541;25743;5129,,NO_AFOLU,nombre~hidroel
renare,Proyecto Hidroelectrico Guanaquitas 9.74 MW,MDL - Proyectos del Mecanismo de Desarrollo Limpio | [],,,NO_AFOLU,nombre~hidroel
renare,Proyecto Hidroelectrico Guanaquitas 9.74 MW,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~hidroel
renare,Proyecto Hidroelectrico San Miguel 42 MW,PDBC - Programas de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~hidroel
renare,Proyecto Hidroelectrico San Miguel 42 MW,PDBC - Programas de Desarrollo Bajo en Carbono | ,68686;86757,,NO_AFOLU,nombre~hidroel
renare,Proyecto Hidroelectrico Sogamoso,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 564, 'contribucion_propia_1': '$ 290.413.700.000', 'costo_total_1': '$ 290.",,,NO_AFOLU,sector~hidroel
renare,Proyecto Hidroelectrico Sogamoso,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,15759,,NO_AFOLU,nombre~hidroel
renare,Proyecto Hidroelectrico del rio Amoya,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 564, 'contribucion_propia_1': '$ 288.691.000.000', 'costo_total_1': '$ 288.",,,NO_AFOLU,sector~hidroel
renare,Proyecto Hidroelectrico del rio Amoya,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~hidroel
renare,Proyecto Solar Fotovoltaico Agrupado URRA S.A. E.S.P.,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera': ",,,NO_AFOLU,sector~fotovolt
renare,Proyecto Solar Fotovoltaico Agrupado URRA S.A. E.S.P.,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~solar
renare,Proyecto Solar Fotovoltaico Greenyellow,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~solar
renare,Proyecto Solar Fotovoltaico Greenyellow,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~solar
renare,Proyecto de Desarrollo Bajo en Carbono - Granja Solar El Cinco,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'fuente_relacionada_1': '{""value"":""Consumo de energia electrica del Sistema Interconectado Nacional (SIN)""}', 'tipo_actividad_1': 3772, 'descripcion_",,,NO_AFOLU,sector~solar
renare,Proyecto de Desarrollo Bajo en Carbono - Granja Solar El Cinco,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~solar
renare,Proyecto de Generacion de Energia Solar Fotovoltaica La Loma,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~solar
renare,Proyecto de Generacion de Energia Solar Fotovoltaica La Loma,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~solar
renare,Proyecto hidroelectrico Barroso 20MW,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~hidroel
renare,Proyecto hidroelectrico Barroso 20MW,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~hidroel
renare,Proyecto hidroelectrico Caruquia,PDBC - Programas de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~hidroel
renare,Proyecto hidroelectrico Caruquia,PDBC - Programas de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~hidroel
renare,Proyecto hidroelectrico PCH Luzma,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~hidroel
renare,Proyecto hidroelectrico PCH Luzma,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~hidroel
renare,Proyecto hidroelectrico Popal 20 MW,PDBC - Programas de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~hidroel
renare,Proyecto hidroelectrico Popal 20 MW,PDBC - Programas de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~hidroel
renare,Proyecto hidroelectrico Sogamoso,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~hidroel
renare,Proyecto hidroelectrico Sogamoso,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,15759,,NO_AFOLU,nombre~hidroel
renare,Proyecto hidroelectrico a filo de agua Rio Amoya,PDBC - Programas de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~hidroel
renare,Proyecto hidroelectrico a filo de agua Rio Amoya,PDBC - Programas de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~hidroel
renare,Proyectos hidroelectricos El Molino - San Matias,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~hidroel
renare,Proyectos hidroelectricos El Molino - San Matias,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,44110,,NO_AFOLU,nombre~hidroel
renare,Prueba,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'fuente_relacionada_1': '{""value"":""Prueba Fuente 1""}', 'tipo_actividad_1': 400, 'descripcion_actividad_1': 'Prueba', 'fecha_inicial_1': '01/01/2025',",,,NO_AFOLU,sector~cement
renare,Prueba,"NAMA - Acciones Nacionalmente Apropiadas de Mitigacion | [{'fuente_relacionada_1': '{""value"":""Fuente Prueba""}', 'tipo_actividad_1': 144, 'descripcion_actividad_1': 'Prueba', 'fecha_inicial_1': '01/09/",,,NO_AFOLU,sector~cement
renare,Rehabilitacion del Corredor Ferreo La Dorada - Chiriguana,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'fuente_relacionada_1': '{""value"":""Consumo de diesel B10 en locomotoras – operacion ferroviaria corredor La Dorada – Chiriguana (UF1)""}', 'tipo_activ",,,NO_AFOLU,sector~transport
renare,Sistema de generacion fotovoltaico Pintuco,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,NO_AFOLU,nombre~fotovolt
renare,Sistema de generacion fotovoltaico Pintuco,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~fotovolt
renare,Solario,MDL - Proyectos del Mecanismo de Desarrollo Limpio | [],,,NO_AFOLU,nombre~solar
renare,Solario,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~solar
renare,Sombrilla Centrales Hidroelectricas de Suba y Usaquen,"PDBC - Proyectos de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 308, 'contribucion_propia_1': '$ 28.000.000.000', 'costo_total_1': '$ 28.000.00",,,NO_AFOLU,sector~\bPCH\b
renare,Sombrilla Centrales Hidroelectricas de Suba y Usaquen,"MDL - Proyectos del Mecanismo de Desarrollo Limpio | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 564, 'contribucion_propia_1': '$ 28.000.000.000', 'costo_total_1': '$ 28.00",,,NO_AFOLU,sector~hidroel
renare,Sombrilla Centrales Hidroelectricas de Suba y Usaquen,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~hidroel
renare,Sombrilla Centrales Hidroelectricas de Suba y Usaquen,MDL - Proyectos del Mecanismo de Desarrollo Limpio | ,,,NO_AFOLU,nombre~hidroel
renare,Veolia LFG PTA Antanas landfill,"PDBC - Programas de Desarrollo Bajo en Carbono | [{'acciones_redd_mas_1': None, 'tasa_cambio_1': '', 'tipo_actividad_1': 50500, 'contribucion_propia_1': '$ 0', 'costo_total_1': '$ 0', 'sector_cartera'",,,NO_AFOLU,sector~relleno\s*sanitario
renare,Veolia LFG PTA Antanas landfill,PDBC - Programas de Desarrollo Bajo en Carbono | ,,,NO_AFOLU,nombre~landfill
renare,knfknl,"MDL PoA - Programas de Actividades del Mecanismo de Desarrollo Limpio | [{'fuente_relacionada_1': '{""value"":""Fuente1""}', 'tipo_actividad_1': 859, 'descripcion_actividad_1': 'Descripcion de la activida",,,NO_AFOLU,sector~cement
verra,"Bionersis landfill project in Pasto, Colombia",Waste handling and disposal | ,52001,2020.0,NO_AFOLU,nombre~landfill
verra,"Bionersis landfill project in Pasto, Colombia",Energy industries (renewable/non-renewable sources) | ,86757,,NO_AFOLU,nombre~landfill
verra,Caruquia 9.76 MW Hydroelectric Project,Energy industries (renewable/non-renewable sources) | ,05686,2020.0,NO_AFOLU,nombre~hydro
verra,Curva de Rodas and La Pradera landfill gas management project,Waste handling and disposal | ,05212,2022.0,NO_AFOLU,nombre~landfill
verra,El Estero biogas recovery and utilization,"Energy industries (renewable/non-renewable sources), Waste handling and disposal | ",85139,2025.0,NO_AFOLU,nombre~biog[aá]s
verra,El Molino-San Matias hydroelectric projects,Energy industries (renewable/non-renewable sources) | ,05197,2017.0,NO_AFOLU,nombre~hydro
verra,Electric Mobility Program Colombia,Transport | ,50573,2026.0,NO_AFOLU,sector~transport
verra,Escuela de Minas Hydroelectric Project,Energy industries (renewable/non-renewable sources) | ,05440,2019.0,NO_AFOLU,nombre~hydro
verra,GUACHICONO SMALL HYDROELECTRIC PROJECT,Energy industries (renewable/non-renewable sources) | ,19392,2021.0,NO_AFOLU,nombre~hydro
verra,Guanaquitas 9.74 MW Hydroelectric Project,Energy industries (renewable/non-renewable sources) | ,05686,2020.0,NO_AFOLU,nombre~hydro
verra,HYDROELECTRIC PROJECT ITUANGO,Energy industries (renewable/non-renewable sources) | ,05107,2023.0,NO_AFOLU,nombre~hydro
verra,Hydroelectric Project Aures Bajo,Energy industries (renewable/non-renewable sources) | ,05756,2018.0,NO_AFOLU,nombre~hydro
verra,Hydroelectric Project Cantayus,Energy industries (renewable/non-renewable sources) | ,05690,2015.0,NO_AFOLU,nombre~hydro
verra,Hydroelectric Project El Eden,Energy industries (renewable/non-renewable sources) | ,17541,2017.0,NO_AFOLU,nombre~hydro
verra,Hydroelectric Project MULATOS II,Energy industries (renewable/non-renewable sources) | ,05792,2019.0,NO_AFOLU,nombre~hydro
verra,Hydroelectric Project PCH Luzma,Energy industries (renewable/non-renewable sources) | ,05031,2017.0,NO_AFOLU,nombre~hydro
verra,Hydroelectric projects at Oibita River,Energy industries (renewable/non-renewable sources) | ,68500,2023.0,NO_AFOLU,nombre~hydro
verra,La Cascada 2.3 MW Hydroelectric Project,Energy industries (renewable/non-renewable sources) | ,05670,2007.0,NO_AFOLU,nombre~hydro
verra,Montanitas Hydroelectric Project,Energy industries (renewable/non-renewable sources) | ,05237,2022.0,NO_AFOLU,nombre~hydro
verra,Multimodal Transport on the Magdalena River by Impala Terminals,Transport | ,68081,2015.0,NO_AFOLU,sector~transport
verra,SOLAR GROUPED PROJECT BY EPSA-CELSIA,Energy industries (renewable/non-renewable sources) | ,11001,2017.0,NO_AFOLU,nombre~solar
verra,San Andres Hydroelectric project,Energy industries (renewable/non-renewable sources) | ,05647,2013.0,NO_AFOLU,nombre~hydro
verra,Santa Ana Hydroelectric Plant - CER Conversion,Energy industries (renewable/non-renewable sources) | ,25845,2012.0,NO_AFOLU,nombre~hydro
verra,Santa Rosa - Altamira hydroelectric projects,Energy industries (renewable/non-renewable sources) | ,68770,2020.0,NO_AFOLU,nombre~hydro
verra,Suba and Usaquen Hydroelectric Umbrella Project,Energy industries (renewable/non-renewable sources) | ,11001,2023.0,NO_AFOLU,nombre~hydro
verra,WIND POWER GROUPED PROJECT BY CELSIA COLOMBIA - BEGONIA POWER,Energy industries (renewable/non-renewable sources) | ,44430,2021.0,NO_AFOLU,nombre~wind\s*(power|farm|energy)
cercarbono,AZIRPA,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC V2.1 | Avoidance and removal,,,REDD_PLUS,sector~\bREDD\b
cercarbono,Awakadaa Jiduaa,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 4.1 | Avoidance and removal,08573;17665;94884,,REDD_PLUS,sector~\bREDD\b
cercarbono,Awakadaa Matsiadali,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 3.1 | Avoidance and removal,,,REDD_PLUS,sector~\bREDD\b
cercarbono,BAKA ROKARIRE ~IA TIR+~DITO,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC V2.1 | Avoidance and removal,,,REDD_PLUS,sector~\bREDD\b
cercarbono,BANAKALE - ISIMALI REDD+,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC V2.1 | Avoidance and removal,05660;73678,,REDD_PLUS,sector~\bREDD\b
cercarbono,CHONTA COROZO REDD+ Project,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 4.1 | Avoidance and removal,,,REDD_PLUS,sector~\bREDD\b
cercarbono,COCOMAN FRONTERA REDD+,"CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC V2.1, PROTOCOL CVCC 4.4 | Avoidance and removal",27372;27491,2016.0,REDD_PLUS,sector~\bREDD\b
cercarbono,"Cavadacavᵾ Coreivᵾ Jocᵾ Bᵾcᵾro Re, Nᵾje Necᵾva Aiye Baquepe",CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 4.1 | Avoidance and removal,,,REDD_PLUS,sector~\bREDD\b
cercarbono,GUAINIA REDD+ PROJECT,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 4.1 | Avoidance and removal,,,REDD_PLUS,sector~\bREDD\b
cercarbono,Infraestructuras Ecosistemicas REDD+ para los Campesinos de Antioquia Colombia,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 4.5 | Avoidance and removal,,2019.0,REDD_PLUS,sector~\bREDD\b
cercarbono,JAJOM CMARI REDD+,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 3.1 | Avoidance and removal,08573;94001;94343;94884;94888,,REDD_PLUS,sector~\bREDD\b
cercarbono,Jocu Bucuro Apuro,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 3.1 | Avoidance and removal,,,REDD_PLUS,sector~\bREDD\b
cercarbono,Makaro Ap+ro,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC V2.1 | Avoidance and removal,,2018.0,REDD_PLUS,sector~\bREDD\b
cercarbono,"Manejo Sostenible de los Bosques Aplicado al Predio Santa Ana, Vereda El Popal, Municipio De Sonson, Bajo El Esquema BancO2",CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 4.1 | Avoidance and removal,05756;47707,,REDD_PLUS,sector~\bREDD\b
cercarbono,Manejo Sostenible de los Bosques Aplicado en el Oriente Antioqueno bajo el esquema BancO2®,"CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 3.1, PROTOCOL CVCC 4.4 | Avoidance and removal",,,REDD_PLUS,sector~\bREDD\b
cercarbono,ORINOCO REDD+ PROJECT,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 4.1 | Avoidance and removal,99773,,REDD_PLUS,sector~\bREDD\b
cercarbono,PITUGUCAJUDE,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 3.1 | Avoidance and removal,,,REDD_PLUS,sector~\bREDD\b
cercarbono,PROYECTO REDD+ PAZCIFICO SUR,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 4.1 | Avoidance and removal,05483;25483;52480,,REDD_PLUS,sector~\bREDD\b
cercarbono,Pedeguita y Mancilla REDD+,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 3.1 | Avoidance and removal,17614;27150;27615,2020.0,REDD_PLUS,sector~\bREDD\b
cercarbono,Planeta Agradecido con el Resguardo indigena Bajo Rio Guainia y Rio Negro II,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 4.1 | Avoidance and removal,,,REDD_PLUS,sector~\bREDD\b
cercarbono,Proyecto Agrupado YAAWI IIPANA REDD+,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 4.1 | Avoidance and removal,13683;19701;94888,2016.0,REDD_PLUS,sector~\bREDD\b
cercarbono,Proyecto Conservacion ARLEQUIN REDD+,"CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 3.1, PROTOCOL CVCC 4.4 | Avoidance and removal",13670;27160;52693,2015.0,REDD_PLUS,sector~\bREDD\b
cercarbono,Proyecto REDD+ Fundacion Biodiversa en tierras bajas del Magdalena,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 4.4 | Avoidance and removal,47189;52079,2019.0,REDD_PLUS,sector~\bREDD\b
cercarbono,Proyecto REDD+ Zona Isana y Surubi,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 3.1 | Avoidance and removal,,2018.0,REDD_PLUS,sector~\bREDD\b
cercarbono,Proyecto de Conservacion UNU-MAI REDD+,"CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 4.2, PROTOCOL CVCC 4.4 | Avoidance and removal",94001,2017.0,REDD_PLUS,sector~\bREDD\b
cercarbono,REDD+ PAZCIFICO,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC V2.1 | Avoidance and removal,,,REDD_PLUS,sector~\bREDD\b
cercarbono,RUTA ANDINA,"CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels, CCB - M/UT/F-A01: Methodology To Implement GHG Removal Projects Through Reforestation,",,2019.0,REDD_PLUS,sector~\bREDD\b
cercarbono,“PLANETA AGRADECIDO CON EL RESGUARDO INDIGENA CMARI”,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC V2.1 | Avoidance and removal,,,REDD_PLUS,sector~\bREDD\b
cercarbono,“Planeta agradecido con el Resguardo Indigena Bajo Rio Guainia y Rio Negro”,CCB - M/LU-REDD+: Methodology for the Implementation of REDD+ Projects Consistent with National Reference Levels | Land use (AFOLU) | PROTOCOL CVCC 3.1 | Avoidance and removal,,,REDD_PLUS,sector~\bREDD\b
renare,ACABA REDD+ Project,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,ACABA REDD+ Project,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,ASATIQ VAUPES MALOCA REDD+ PROJECT,Proyecto REDD+ | [{'acciones_redd_mas_1': '1) Mejorar los sistemas de produccion tradicionales asociados a la gestion de la chagra y los huertos familiares. \nEsta actividad del AQRP busca el desarrol,,,REDD_PLUS,sector~\bREDD\b
renare,ASATIQ VAUPES MALOCA REDD+ PROJECT,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,ASATRIZY VAUPES MALOCA REDD+ PROJECT,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Esta actividad del AVMRP busca el desarrollo de actividades productivas compatibles con los componentes de desarrollo del Plan de Vida ASATRIZY, el bienestar",,,REDD_PLUS,sector~\bREDD\b
renare,ASATRIZY VAUPES MALOCA REDD+ PROJECT,PDBC - Proyectos de Desarrollo Bajo en Carbono | [],,,REDD_PLUS,nombre~\bREDD\b
renare,ASATRIZY VAUPES MALOCA REDD+ PROJECT,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,ASATRIZY VAUPES MALOCA REDD+ PROJECT,PDBC - Proyectos de Desarrollo Bajo en Carbono | ,,,REDD_PLUS,nombre~\bREDD\b
renare,Awakadaa Jiduaa,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Proteccion de los Bosques y Conservacion Ambiental, Gobernanza Forestal y Autonomia Indigena, Buen Vivir y produccion sostenible, Proteccion de los conocimie",,,REDD_PLUS,sector~\bREDD\b
renare,Awakadaa Jiduaa,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,BAJO ATRATO REDD+ PROJECT,"Proyecto REDD+ | [{'acciones_redd_mas_1': '1) Gestion comunitaria del bosque.\n', 'tasa_cambio_1': '', 'tipo_actividad_1': 713, 'contribucion_propia_1': '', 'costo_total_1': '', 'sector_cartera': '[{""",,,REDD_PLUS,sector~\bREDD\b
renare,BAJO ATRATO REDD+ PROJECT,Proyecto REDD+ | ,27050,,REDD_PLUS,sector~\bREDD\b
renare,Bosques Vitales: Programa REDD+ para la Conservacion y el Clima,"Programa REDD+ | [{'fuente_relacionada_1': '{""value"":""ABC""}', 'tipo_actividad_1': 3771, 'descripcion_actividad_1': 'asfafa', 'fecha_inicial_1': '01/01/2024', 'fecha_final_1': '31/07/2026', 'acciones_r",,,REDD_PLUS,sector~\bREDD\b
renare,Bosques Vitales: Programa REDD+ para la Conservacion y el Clima,Programa REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,CO2BIO FASE I,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Definir e implementar el Plan de Manejo del area del proyecto, que permita ejercer esta gobernanza forestal por parte de los propietarios; Realizar seguimien",,,REDD_PLUS,sector~\bREDD\b
renare,CO2BIO FASE I,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,CO2Bio P4,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,CO2Bio P4,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,CO2Bio Proyecto 2,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Capacitaciones y/o talleres impartidos fundamentados en la conservacion y manejo sostenible de los ecosistemas y su biodiversidad', 'tasa_cambio_1': '', 'tip",,,REDD_PLUS,sector~\bREDD\b
renare,CO2Bio Proyecto 2,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,CO2Bio Proyecto 2- 2,Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecer los conocimientos para la gestion sostenible de los ecosistemas y conservacion de la biodiversidad por medio de capacitaciones virtuales y/o prese,,,REDD_PLUS,sector~\bREDD\b
renare,CO2Bio Proyecto 2- 2,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,CO2rozo P1,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,CO2rozo P1,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,"Cavadacav¿ Coreiv¿ Joc¿ B¿c¿ro R¿, N¿¿j¿ N¿ec¿va Aiye Baquepe","Proyecto REDD+ | [{'acciones_redd_mas_1': 'Proteccion de los Bosques y Conservacion Ambiental, Gobernanza Forestal y Autonomia Indigena, Buen Vivir y produccion sostenible, Proteccion de los conocimie",,,REDD_PLUS,sector~\bREDD\b
renare,"Cavadacav¿ Coreiv¿ Joc¿ B¿c¿ro R¿, N¿¿j¿ N¿ec¿va Aiye Baquepe",Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,"Conservacion REDD+ Sur del Meta ""Bosques de paz, Sustento de vida",Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,"Conservacion REDD+ Sur del Meta ""Bosques de paz, Sustento de vida",Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Corredor de Conservacion Choco-Darien,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Las actividades del proyecto pertenecen a tres temas: (i) desarrollar la capacidad de gobernanza, aumentando la conciencia sobre la identidad y los derechos ",,,REDD_PLUS,sector~\bREDD\b
renare,Corredor de Conservacion Choco-Darien,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,Crima Predio Putumayo-Andoque de Aduche REDD+,Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fortalecimiento de la gobernanza territorial; procesos productivos agricolas sostenibles; delimitacion de bosques y areas de proteccion forestal; monitoreo; ,,,REDD_PLUS,sector~\bREDD\b
renare,Crima Predio Putumayo-Andoque de Aduche REDD+,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,DEIYIABENA REDD+ NUKAK,"Proyecto REDD+ | [{'acciones_redd_mas_1': 'Fomento de capacidades, etnodesarrollo sostenible, gestion de recursos naturales, gobernanza y monitoreo, reporte y verificacion comunitario', 'tasa_cambio_1",,,REDD_PLUS,sector~\bREDD\b
renare,DEIYIABENA REDD+ NUKAK,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
renare,FEMAWA REDD+ Parte Alta del Rio Guainia,Proyecto REDD+ | [],,,REDD_PLUS,sector~\bREDD\b
renare,FEMAWA REDD+ Parte Alta del Rio Guainia,Proyecto REDD+ | ,,,REDD_PLUS,sector~\bREDD\b
